"title";"uri";"id";"uri_data_http://dbpedia.org/ontology/releaseDate";"uri_data_http://dbpedia.org/ontology/Work/runtime";"uri_data_http://dbpedia.org/ontology/wikiPageRevisionID";"uri_data_http://dbpedia.org/ontology/runtime";"uri_data_http://dbpedia.org/ontology/budget";"uri_data_http://dbpedia.org/ontology/wikiPageID";"uri_data_http://dbpedia.org/ontology/gross"
"Clay Pigeons (1998)";"http://dbpedia.org/resource/Clay_Pigeons";2280.0;;104.0;5.90653359E8;6240.0;8000000.0;6014292.0;1794086.0
"Monument Ave. (1998)";"http://dbpedia.org/resource/Monument_Ave.";2281.0;;93.0;5.96161403E8;5580.0;1.1E7;1518254.0;333760.0
"Splendor in the Grass (1961)";"http://dbpedia.org/resource/Splendor_in_the_Grass";3330.0;;124.0;5.99250828E8;7440.0;;206721.0;4000000.0
"Fiendish Plot of Dr. Fu Manchu, The (1980)";"http://dbpedia.org/resource/The_Fiendish_Plot_of_Dr._Fu_Manchu";2286.0;;101.0;6.03542031E8;6060.0;;1466210.0;1.0697276E7
"Ayn Rand: A Sense of Life (1997)";"http://dbpedia.org/resource/Ayn_Rand:_A_Sense_of_Life";1780.0;;145.0;5.86753105E8;8700.0;;2.0329782E7;
"Them! (1954)";"http://dbpedia.org/resource/Them!";2287.0;6/19/54 12:00 AM;94.0;6.03414415E8;5640.0;;605676.0;2200000.0
"Legend of Lobo, The (1962)";"http://dbpedia.org/resource/The_Legend_of_Lobo";3332.0;11/7/62 12:00 AM;67.0;6.00237022E8;4020.0;;1.1822123E7;
"Bandit Queen (1994)";"http://dbpedia.org/resource/Bandit_Queen";2284.0;9/9/94 12:00 AM;119.0;5.94563527E8;7140.0;;508458.0;
"My Tutor (1983)";"http://dbpedia.org/resource/My_Tutor";3331.0;3/4/83 12:00 AM;97.0;6.04290846E8;5820.0;;8365100.0;2.2587E7
"With Friends Like These... (1998)";"http://dbpedia.org/resource/With_Friends_Like_These...";2811.0;;105.0;5.68328765E8;6300.0;;7992323.0;
"Tainted (1998)";"http://dbpedia.org/resource/Tainted";1764.0;;;5.76625312E8;;;1968162.0;
"In Too Deep (1999)";"http://dbpedia.org/resource/In_Too_Deep_(film)";2812.0;8/25/99 12:00 AM;104.0;6.066526E8;6240.0;1.7E7;3137903.0;1.4011454E7
"Music From Another Room (1998)";"http://dbpedia.org/resource/Music_from_Another_Room_(film)";1767.0;;104.0;5.95449929E8;6240.0;;3253210.0;
"Perfect Blue (1997)";"http://dbpedia.org/resource/Perfect_Blue";2810.0;;85.0;5.99949007E8;5100.0;3000000.0;298566.0;
"Spice World (1997)";"http://dbpedia.org/resource/Spice_World_(film)";1760.0;;93.0;6.04944749E8;5580.0;2.5E7;4362030.0;7.7E7
"Deep Rising (1998)";"http://dbpedia.org/resource/Deep_Rising";1762.0;1/30/98 12:00 AM;106.0;5.98221373E8;6360.0;4.5E7;2667958.0;1.1203026E7
"Three Days of the Condor (1975)";"http://dbpedia.org/resource/Three_Days_of_the_Condor";2819.0;;118.0;6.06339247E8;7080.0;;470185.0;4.1509797E7
"Aces: Iron Eagle III (1992)";"http://dbpedia.org/resource/Aces:_Iron_Eagle_III";2817.0;;98.0;5.92457305E8;5880.0;;5239234.0;2517600.0
"Replacement Killers, The (1998)";"http://dbpedia.org/resource/The_Replacement_Killers";1769.0;;87.0;6.01569164E8;5220.0;3.0E7;1289336.0;1.9204929E7
"Iron Eagle (1986)";"http://dbpedia.org/resource/Iron_Eagle";2815.0;;117.0;5.89586053E8;7020.0;1.8E7;153372.0;2.4159872E7
"Iron Eagle II (1988)";"http://dbpedia.org/resource/Iron_Eagle_II";2816.0;;105.0;5.96303853E8;6300.0;;6942006.0;1.0497324E7
"Source, The (1999)";"http://dbpedia.org/resource/The_Source_(2002_film)";2813.0;;97.0;6.03709295E8;5820.0;;3749701.0;
"Bat, The (1959)";"http://dbpedia.org/resource/The_Bat_(1959_film)";2814.0;8/9/59 12:00 AM;80.0;5.75046384E8;4800.0;;2034460.0;
"B. Monkey (1998)";"http://dbpedia.org/resource/B._Monkey";1770.0;11/7/98 12:00 AM;92.0;5.42816273E8;5520.0;;2.7755114E7;39371.0
"Bluebeard (1944)";"http://dbpedia.org/resource/Bluebeard_(1944_film)";3305.0;;72.0;5.91678621E8;4320.0;;6552222.0;
"Prophecy II, The (1998)";"http://dbpedia.org/resource/The_Prophecy_II";1756.0;1/20/98 12:00 AM;87.0;5.97973025E8;5220.0;;2761219.0;
"Blue Collar (1978)";"http://dbpedia.org/resource/Blue_Collar_(film)";3304.0;;114.0;5.77248293E8;6840.0;1700000.0;3374727.0;
"Shooting Fish (1997)";"http://dbpedia.org/resource/Shooting_Fish";1755.0;;109.0;5.88360547E8;6540.0;;2380254.0;
"City Lights (1931)";"http://dbpedia.org/resource/City_Lights";3307.0;;87.0;5.96490376E8;5220.0;1500000.0;73401.0;5019181.0
"Fallen (1998)";"http://dbpedia.org/resource/Fallen_(film)";1754.0;1/16/98 12:00 AM;123.0;6.0155487E8;7380.0;3.0E7;1151458.0;2.5232289E7
"Little Nemo: Adventures in Slumberland (1992)";"http://dbpedia.org/resource/Little_Nemo:_Adventures_in_Slumberland";2800.0;;84.0;6.03844839E8;5040.0;3.5E7;3476903.0;1.1368212E7
"Circus, The (1928)";"http://dbpedia.org/resource/The_Circus_(film)";3306.0;1/6/28 12:00 AM;70.0;6.0554792E8;4200.0;;142780.0;
"Half Baked (1998)";"http://dbpedia.org/resource/Half_Baked";1753.0;;82.0;6.06711995E8;4920.0;8000000.0;677929.0;1.746002E7
"Whole Nine Yards, The (2000)";"http://dbpedia.org/resource/The_Whole_Nine_Yards_(film)";3301.0;;98.0;6.03775104E8;5880.0;4.13E7;6446995.0;1.06371651E8
"Hard Rain (1998)";"http://dbpedia.org/resource/Hard_Rain_(film)";1752.0;1/16/98 12:00 AM;97.0;6.05810677E8;5820.0;7.0E7;2039953.0;1.9870567E7
"Pitch Black (2000)";"http://dbpedia.org/resource/Pitch_Black_(film)";3300.0;;109.0;6.02461983E8;6540.0;2.3E7;488484.0;5.3187659E7
"Star Kid (1997)";"http://dbpedia.org/resource/Star_Kid";1750.0;1/16/98 12:00 AM;101.0;6.03664618E8;6060.0;1.2E7;7138643.0;7029025.0
"Beautiful People (1999)";"http://dbpedia.org/resource/Beautiful_People_(film)";3302.0;;107.0;5.94894984E8;6420.0;;8406407.0;
"Teaching Mrs. Tingle (1999)";"http://dbpedia.org/resource/Teaching_Mrs._Tingle";2806.0;8/20/99 12:00 AM;96.0;5.99399382E8;5760.0;1.3E7;781219.0;8951935.0
"Universal Soldier: The Return (1999)";"http://dbpedia.org/resource/Universal_Soldier:_The_Return";2807.0;8/20/99 12:00 AM;82.0;5.93983212E8;4920.0;4.5E7;4501185.0;1.0937893E7
"Universal Soldier (1992)";"http://dbpedia.org/resource/Universal_Soldier_(1992_film)";2808.0;;103.0;6.05433286E8;6180.0;2.3E7;3948455.0;3.6299898E7
"Love Stinks (1999)";"http://dbpedia.org/resource/Love_Stinks_(film)";2809.0;9/10/99 12:00 AM;94.0;5.9206413E8;5640.0;4000000.0;2592877.0;2924635.0
"Tequila Sunrise (1988)";"http://dbpedia.org/resource/Tequila_Sunrise_(film)";2802.0;12/2/88 12:00 AM;115.0;5.96942851E8;6900.0;2.3E7;957942.0;1.05932E8
"Flamingo Kid, The (1984)";"http://dbpedia.org/resource/The_Flamingo_Kid";3308.0;;100.0;6.06768577E8;6000.0;;1882500.0;2.3859382E7
"Four Days in September (1997)";"http://dbpedia.org/resource/Four_Days_in_September";1759.0;;110.0;6.06480829E8;6600.0;;1553602.0;
"Pelican Brief, The (1993)";"http://dbpedia.org/resource/The_Pelican_Brief_(film)";2803.0;;141.0;6.04936634E8;8460.0;4.5E7;5123756.0;1.95268056E8
"Dangerous Beauty (1998)";"http://dbpedia.org/resource/Dangerous_Beauty";1758.0;;112.0;6.06775538E8;6720.0;;2952395.0;4553271.0
"Mickey Blue Eyes (1999)";"http://dbpedia.org/resource/Mickey_Blue_Eyes";2805.0;;102.0;5.99973917E8;6120.0;7.5E7;1036703.0;5.4264342E7
"Kid, The (1921)";"http://dbpedia.org/resource/The_Kid_(1921_film)";3310.0;1/21/21 12:00 AM;68.0;6.06665562E8;4080.0;250000.0;1346905.0;2500000.0
"Caught Up (1998)";"http://dbpedia.org/resource/Caught_Up_(film)";1742.0;2/27/98 12:00 AM;97.0;6.01741597E8;5820.0;;2.2735303E7;6754958.0
"Firestorm (1998)";"http://dbpedia.org/resource/Firestorm_(film)";1744.0;;;5.78395181E8;;;4.0860324E7;
"Wag the Dog (1997)";"http://dbpedia.org/resource/Wag_the_Dog";1747.0;;97.0;6.05458213E8;5820.0;1.5E7;92999.0;6.4256513E7
"Senseless (1998)";"http://dbpedia.org/resource/Senseless";1746.0;2/20/98 12:00 AM;93.0;5.91327387E8;5580.0;1.5E7;4186829.0;1.2874899E7
"Leading Man, The (1996)";"http://dbpedia.org/resource/The_Leading_Man";1749.0;9/6/96 12:00 AM;100.0;5.80653746E8;6000.0;;1.6395026E7;18012.0
"Dark City (1998)";"http://dbpedia.org/resource/Dark_City_(1998_film)";1748.0;;100.0;6.06175878E8;6000.0;2.7E7;1884712.0;2.7200316E7
"Kundun (1997)";"http://dbpedia.org/resource/Kundun";1730.0;;134.0;6.04682062E8;8040.0;2.8E7;1590940.0;5684789.0
"Afterglow (1997)";"http://dbpedia.org/resource/Afterglow_(film)";1733.0;;113.0;5.94700256E8;6780.0;;508985.0;2465960.0
"Big Lebowski, The (1998)";"http://dbpedia.org/resource/The_Big_Lebowski";1732.0;;119.0;6.06081756E8;7140.0;1.5E7;29782.0;4.6189568E7
"Mr. Magoo (1997)";"http://dbpedia.org/resource/Mr._Magoo_(film)";1731.0;;91.0;6.04024857E8;5460.0;3.0E7;3448857.0;2.1437192E7
"Great Expectations (1998)";"http://dbpedia.org/resource/Great_Expectations_(1998_film)";1735.0;;111.0;6.05629901E8;6660.0;;9022958.0;5.5494066E7
"Carrington (1995)";"http://dbpedia.org/resource/Carrington_(film)";35.0;;120.0;6.04678406E8;7200.0;;3096943.0;3242342.0
"Dead Man Walking (1995)";"http://dbpedia.org/resource/Dead_Man_Walking_(film)";36.0;;122.0;5.96754073E8;7320.0;1.1E7;6707631.0;8.3088295E7
"Wings of Courage (1995)";"http://dbpedia.org/resource/Wings_of_Courage";33.0;;40.0;5.8970031E8;2400.0;2.0E7;2106930.0;1.5054636E7
"Babe (1995)";"http://dbpedia.org/resource/Babe_(film)";34.0;;92.0;6.04311294E8;5520.0;3.0E7;142421.0;2.5413491E8
"Clueless (1995)";"http://dbpedia.org/resource/Clueless_(film)";39.0;;97.0;6.05990138E8;5820.0;2.0E7;105872.0;5.6631572E7
"Across the Sea of Time (1995)";"http://dbpedia.org/resource/Across_the_Sea_of_Time";37.0;;;5.60750596E8;;;3.3836443E7;
"It Takes Two (1995)";"http://dbpedia.org/resource/It_Takes_Two_(1995_film)";38.0;;101.0;6.05857054E8;6060.0;;4446490.0;1.9474589E7
"Restoration (1995)";"http://dbpedia.org/resource/Restoration_(1995_film)";43.0;;118.0;5.96571582E8;7080.0;1.9E7;171047.0;4005941.0
"Dead Presidents (1995)";"http://dbpedia.org/resource/Dead_Presidents";42.0;;119.0;6.05093724E8;7140.0;1.0E7;692670.0;2.4147179E7
"Richard III (1995)";"http://dbpedia.org/resource/Richard_III_(1995_film)";41.0;;104.0;6.0139635E8;6240.0;6000000.0;230546.0;
"Cry, the Beloved Country (1995)";"http://dbpedia.org/resource/Cry,_the_Beloved_Country_(1995_film)";40.0;12/15/95 12:00 AM;106.0;6.04127663E8;6360.0;4000000.0;1.0475655E7;676525.0
"Copycat (1995)";"http://dbpedia.org/resource/Copycat_(film)";22.0;10/27/95 12:00 AM;123.0;5.89201284E8;7380.0;2.0E7;3154773.0;3.2051917E7
"Assassins (1995)";"http://dbpedia.org/resource/Assassins_(film)";23.0;;132.0;6.06655438E8;7920.0;5.0E7;3300211.0;8.3500072E7
"Powder (1995)";"http://dbpedia.org/resource/Powder_(film)";24.0;10/27/95 12:00 AM;111.0;6.06400489E8;6660.0;;2731003.0;3.0862156E7
"Leaving Las Vegas (1995)";"http://dbpedia.org/resource/Leaving_Las_Vegas";25.0;;112.0;6.06550525E8;6720.0;3600000.0;54160.0;3.2029928E7
"Othello (1995)";"http://dbpedia.org/resource/Othello_(1995_film)";26.0;12/15/95 12:00 AM;123.0;6.02324102E8;7380.0;1.1E7;5920233.0;2844379.0
"Now and Then (1995)";"http://dbpedia.org/resource/Now_and_Then_(film)";27.0;10/20/95 12:00 AM;100.0;6.05476478E8;6000.0;1.2E7;2045991.0;3.7591674E7
"Persuasion (1995)";"http://dbpedia.org/resource/Persuasion_(1995_film)";28.0;;103.0;6.06082294E8;6180.0;1000000.0;3640544.0;5269757.0
"City of Lost Children, The (1995)";"http://dbpedia.org/resource/The_City_of_Lost_Children";29.0;;112.0;6.01502501E8;6720.0;1.8E7;472652.0;1738611.0
"Dangerous Minds (1995)";"http://dbpedia.org/resource/Dangerous_Minds";31.0;;99.0;6.04926388E8;5940.0;2.9E7;1476567.0;1.79519401E8
"Ace Ventura: When Nature Calls (1995)";"http://dbpedia.org/resource/Ace_Ventura:_When_Nature_Calls";19.0;;90.0;5.8940642E8;5400.0;3.0E7;537416.0;2.12385533E8
"Sense and Sensibility (1995)";"http://dbpedia.org/resource/Sense_and_Sensibility_(film)";17.0;;136.0;6.06543505E8;8160.0;1.6E7;142426.0;1.34993774E8
"Four Rooms (1995)";"http://dbpedia.org/resource/Four_Rooms";18.0;;102.0;6.05106921E8;6120.0;4000000.0;554858.0;4257354.0
"Cutthroat Island (1995)";"http://dbpedia.org/resource/Cutthroat_Island";15.0;;124.0;6.04319401E8;7440.0;9.8E7;649120.0;1.0017322E7
"Casino (1995)";"http://dbpedia.org/resource/Casino_(film)";16.0;;178.0;6.05889168E8;10680.0;40.0;695780.0;1.16112375E8
"Balto (1995)";"http://dbpedia.org/resource/Balto_(film)";13.0;;78.0;6.06013241E8;4680.0;;1487971.0;1.1348324E7
"Nixon (1995)";"http://dbpedia.org/resource/Nixon_(film)";14.0;;192.0;6.06105511E8;11520.0;4.4E7;171078.0;1.356096E7
"American President, The (1995)";"http://dbpedia.org/resource/The_American_President";11.0;;114.0;6.02323879E8;6840.0;6.2E7;258732.0;1.07879496E8
"Dracula: Dead and Loving It (1995)";"http://dbpedia.org/resource/Dracula:_Dead_and_Loving_It";12.0;;90.0;6.0607585E8;5400.0;3.0E7;650540.0;1.0772144E7
"Get Shorty (1995)";"http://dbpedia.org/resource/Get_Shorty_(film)";21.0;;105.0;6.06501329E8;6300.0;3.025E7;8549241.0;1.15101622E8
"Money Train (1995)";"http://dbpedia.org/resource/Money_Train_(film)";20.0;;110.0;6.00570146E8;6600.0;6.8E7;4090453.0;7.7224232E7
"GoldenEye (1995)";"http://dbpedia.org/resource/GoldenEye";10.0;;130.0;6.06764266E8;7800.0;5.8E7;268833.0;3.52194034E8
"Juror, The (1996)";"http://dbpedia.org/resource/The_Juror";79.0;;118.0;6.06458475E8;7080.0;;2142721.0;2.2754725E7
"Crossing Guard, The (1995)";"http://dbpedia.org/resource/The_Crossing_Guard";78.0;;111.0;5.97415684E8;6660.0;9000000.0;2274585.0;868979.0
"Things to Do in Denver when You're Dead (1995)";"http://dbpedia.org/resource/Things_to_Do_in_Denver_When_You're_Dead";81.0;12/1/95 12:00 AM;112.0;5.9532338E8;6720.0;8000000.0;3550323.0;529677.0
"White Squall (1996)";"http://dbpedia.org/resource/White_Squall_(film)";86.0;2/2/96 12:00 AM;129.0;6.02619077E8;7740.0;3.8E7;2430261.0;1.02923E7
"Dunston Checks In (1996)";"http://dbpedia.org/resource/Dunston_Checks_In";87.0;;88.0;6.04277E8;5280.0;1.6E7;2541757.0;9871065.0
"Last Summer in the Hamptons (1995)";"http://dbpedia.org/resource/Last_Summer_in_the_Hamptons";84.0;;108.0;5.42448371E8;6480.0;;2.0603228E7;
"Two Bits (1995)";"http://dbpedia.org/resource/Two_Bits";67.0;11/22/95 12:00 AM;;5.7596839E8;;;1.1958595E7;
"Lawnmower Man 2: Beyond Cyberspace (1996)";"http://dbpedia.org/resource/Lawnmower_Man_2:_Beyond_Cyberspace";66.0;;92.0;5.98297749E8;5520.0;;7596042.0;2409225.0
"Friday (1995)";"http://dbpedia.org/resource/Friday_(1995_film)";69.0;;91.0;6.06653791E8;5460.0;3500000.0;169788.0;2.8215918E7
"From Dusk Till Dawn (1996)";"http://dbpedia.org/resource/From_Dusk_till_Dawn";70.0;;108.0;6.03818501E8;6480.0;2.0E7;447299.0;2.5836616E7
"Fair Game (1995)";"http://dbpedia.org/resource/Fair_Game_(1995_film)";71.0;11/3/95 12:00 AM;91.0;5.99618475E8;5460.0;5.0E7;1676282.0;1.1534477E7
"Kicking and Screaming (1995)";"http://dbpedia.org/resource/Kicking_and_Screaming_(1995_film)";72.0;;96.0;6.06027364E8;5760.0;;1745419.0;718490.0
"Bed of Roses (1996)";"http://dbpedia.org/resource/Bed_of_Roses_(1996_film)";74.0;1/26/96 12:00 AM;87.0;6.04026495E8;5220.0;;3207603.0;1.9030691E7
"Big Bully (1996)";"http://dbpedia.org/resource/Big_Bully_(film)";75.0;;91.0;5.97744258E8;5460.0;1.5E7;6590245.0;2042530.0
"Screamers (1995)";"http://dbpedia.org/resource/Screamers_(1995_film)";76.0;;108.0;5.90424421E8;6480.0;2.0E7;1011439.0;5711695.0
"Home for the Holidays (1995)";"http://dbpedia.org/resource/Home_for_the_Holidays_(film)";57.0;11/3/95 12:00 AM;103.0;5.93959861E8;6180.0;2.0E7;3077087.0;1.751822E7
"Georgia (1995)";"http://dbpedia.org/resource/Georgia_(1995_film)";55.0;5/19/95 12:00 AM;115.0;5.92429896E8;6900.0;;1379878.0;1110104.0
"Butcher Boy, The (1998)";"http://dbpedia.org/resource/The_Butcher_Boy_(1917_film)";1699.0;4/23/17 12:00 AM;30.0;6.00790718E8;1800.0;;5798976.0;
"Artemisia (1997)";"http://dbpedia.org/resource/Artemisia_(film)";1695.0;;98.0;6.01579015E8;5880.0;;1.7614109E7;
"Apostle, The (1997)";"http://dbpedia.org/resource/The_Apostle";1694.0;;134.0;6.06550661E8;8040.0;8000000.0;171545.0;1.9868354E7
"Bent (1997)";"http://dbpedia.org/resource/Bent_(film)";1696.0;;105.0;5.89004884E8;6300.0;;1.697386E7;496059.0
"Two if by Sea (1996)";"http://dbpedia.org/resource/Two_If_by_Sea";64.0;1/12/96 12:00 AM;96.0;5.88035493E8;5760.0;;1.4911735E7;1.07E7
"Bio-Dome (1996)";"http://dbpedia.org/resource/Bio-Dome";65.0;;95.0;5.99539121E8;5700.0;1.5E7;2198940.0;2.6E7
"Mr. Holland's Opus (1995)";"http://dbpedia.org/resource/Mr._Holland's_Opus";62.0;;143.0;6.06633706E8;8580.0;;171076.0;1.06269971E8
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)";"http://dbpedia.org/resource/Don't_Be_a_Menace_to_South_Central_While_Drinking_Your_Juice_in_the_Hood";63.0;;89.0;5.96440366E8;5340.0;3800000.0;2156510.0;2.0109115E7
"Indian in the Cupboard, The (1995)";"http://dbpedia.org/resource/The_Indian_in_the_Cupboard_(film)";60.0;7/14/95 12:00 AM;96.0;5.99519388E8;5760.0;4.5E7;5094131.0;3.5656131E7
"Eye for an Eye (1996)";"http://dbpedia.org/resource/Eye_for_an_Eye_(1996_film)";61.0;;101.0;5.9906453E8;6060.0;2.0E7;2192765.0;2.6877589E7
"When Night Is Falling (1995)";"http://dbpedia.org/resource/When_Night_Is_Falling";49.0;;94.0;5.66116475E8;5640.0;;4936733.0;
"Pocahontas (1995)";"http://dbpedia.org/resource/Pocahontas_(1995_film)";48.0;;81.0;6.0675892E8;4860.0;5.5E7;399433.0;3.46079773E8
"To Die For (1995)";"http://dbpedia.org/resource/To_Die_For";45.0;;106.0;5.86031619E8;6360.0;2.0E7;284619.0;2.1284514E7
"Mortal Kombat (1995)";"http://dbpedia.org/resource/Mortal_Kombat_(film)";44.0;;101.0;6.05651761E8;6060.0;1.8E7;983044.0;1.2219592E8
"How to Make an American Quilt (1995)";"http://dbpedia.org/resource/How_to_Make_an_American_Quilt";46.0;10/6/95 12:00 AM;117.0;5.96440384E8;7020.0;;1732142.0;4.160002E7
"Mighty Aphrodite (1995)";"http://dbpedia.org/resource/Mighty_Aphrodite";52.0;;95.0;6.05592786E8;5700.0;1.5E7;1330432.0;2.6E7
"Lamerica (1994)";"http://dbpedia.org/resource/Lamerica";53.0;10/4/95 12:00 AM;116.0;5.97271005E8;6960.0;;1412856.0;
"Big Green, The (1995)";"http://dbpedia.org/resource/The_Big_Green";54.0;9/29/95 12:00 AM;99.0;6.04515241E8;5940.0;1.2E7;4800257.0;1.77255E7
"Usual Suspects, The (1995)";"http://dbpedia.org/resource/The_Usual_Suspects";50.0;;106.0;6.05969414E8;6360.0;6000000.0;167857.0;2.3272306E7
"Lightning Jack (1994)";"http://dbpedia.org/resource/Lightning_Jack";487.0;3/11/94 12:00 AM;98.0;6.05553697E8;5880.0;;1.2685218E7;1.6821273E7
"Life with Mikey (1993)";"http://dbpedia.org/resource/Life_with_Mikey";486.0;6/4/93 12:00 AM;91.0;5.72546869E8;5460.0;2000000.0;4211962.0;1.2440858E7
"Last Action Hero (1993)";"http://dbpedia.org/resource/Last_Action_Hero";485.0;6/18/93 12:00 AM;130.0;6.06133065E8;7800.0;8.5E7;675832.0;1.37298489E8
"Lassie (1994)";"http://dbpedia.org/resource/Lassie_(1994_film)";484.0;;94.0;6.06426798E8;5640.0;;9263475.0;9979683.0
"Made in America (1993)";"http://dbpedia.org/resource/Made_in_America_(film)";489.0;;;5.69602579E8;;;4.031381E7;
"M. Butterfly (1993)";"http://dbpedia.org/resource/M._Butterfly_(film)";488.0;;101.0;6.02389499E8;6060.0;;452211.0;1498795.0
"Killing Zoe (1994)";"http://dbpedia.org/resource/Killing_Zoe";482.0;8/19/94 12:00 AM;91.0;6.05221938E8;5460.0;1500000.0;663968.0;418961.0
"King of the Hill (1993)";"http://dbpedia.org/resource/King_of_the_Hill_(film)";483.0;;109.0;6.06028234E8;6540.0;;1158236.0;1214231.0
"Jurassic Park (1993)";"http://dbpedia.org/resource/Jurassic_Park_(film)";480.0;;126.0;6.06710849E8;7560.0;6.3E7;68485.0;1.029153882E9
"Kalifornia (1993)";"http://dbpedia.org/resource/Kalifornia";481.0;;117.0;6.02317872E8;7020.0;8500000.0;600209.0;2395231.0
"In the Line of Fire (1993)";"http://dbpedia.org/resource/In_the_Line_of_Fire";474.0;;128.0;6.02577883E8;7680.0;4.0E7;676054.0;1.87343874E8
"In the Army Now (1994)";"http://dbpedia.org/resource/In_the_Army_Now_(film)";473.0;;88.0;5.98014304E8;5280.0;;2470135.0;2.8881266E7
"Inkwell, The (1994)";"http://dbpedia.org/resource/The_Inkwell";476.0;4/22/94 12:00 AM;110.0;6.05860607E8;6600.0;8000000.0;2965435.0;8880705.0
"In the Name of the Father (1993)";"http://dbpedia.org/resource/In_the_Name_of_the_Father_(film)";475.0;12/12/93 12:00 AM;133.0;6.05707758E8;7980.0;1.3E7;133671.0;6.5796862E7
"Jimmy Hollywood (1994)";"http://dbpedia.org/resource/Jimmy_Hollywood";478.0;;117.0;6.05858275E8;7020.0;3.0E7;1252685.0;3783003.0
"What's Love Got to Do with It? (1993)";"http://dbpedia.org/resource/What's_Love_Got_to_Do_with_It_(film)";477.0;;118.0;6.0423209E8;7080.0;1.5E7;171066.0;3.9100956E7
"Judgment Night (1993)";"http://dbpedia.org/resource/Judgment_Night_(film)";479.0;;109.0;6.06264741E8;6540.0;2.1E7;818234.0;1.2136938E7
"House Party 3 (1994)";"http://dbpedia.org/resource/House_Party_3";470.0;1/12/94 12:00 AM;93.0;6.06478252E8;5580.0;;1480748.0;1.9281235E7
"Hudsucker Proxy, The (1994)";"http://dbpedia.org/resource/The_Hudsucker_Proxy";471.0;;111.0;6.06132605E8;6660.0;2.5E7;170858.0;2816518.0
"I'll Do Anything (1994)";"http://dbpedia.org/resource/I'll_Do_Anything";472.0;;115.0;6.05710035E8;6900.0;4.0E7;4143719.0;1.0209111E7
"And Now for Something Completely Different (1971)";"http://dbpedia.org/resource/And_Now_for_Something_Completely_Different";2788.0;;88.0;5.98993044E8;5280.0;80000.0;588698.0;
"Cat's Eye (1985)";"http://dbpedia.org/resource/Cat's_Eye_(1985_film)";2787.0;4/12/85 12:00 AM;94.0;6.06728663E8;5640.0;7000000.0;533515.0;1.3086298E7
"Damien: Omen II (1978)";"http://dbpedia.org/resource/Damien:_Omen_II";2789.0;6/9/78 12:00 AM;107.0;6.03770972E8;6420.0;6800000.0;2251161.0;2.6518355E7
"Masque of the Red Death, The (1964)";"http://dbpedia.org/resource/The_Masque_of_the_Red_Death_(film)";2784.0;6/24/64 12:00 AM;90.0;6.01456867E8;5400.0;;4196905.0;
"Tomb of Ligeia, The (1965)";"http://dbpedia.org/resource/The_Tomb_of_Ligeia";2783.0;1/20/65 12:00 AM;81.0;5.85528778E8;4860.0;;1776723.0;
"Haunted Honeymoon (1986)";"http://dbpedia.org/resource/Haunted_Honeymoon";2786.0;7/25/86 12:00 AM;82.0;5.76317477E8;4920.0;1.3E7;2046787.0;8033397.0
"Tales of Terror (1962)";"http://dbpedia.org/resource/Tales_of_Terror";2785.0;7/4/62 12:00 AM;89.0;6.03175767E8;5340.0;;3135608.0;1500000.0
"Airplane! (1980)";"http://dbpedia.org/resource/Airplane!";2791.0;;87.0;6.05954392E8;5220.0;3500000.0;46505.0;8.3453539E7
"Airplane II: The Sequel (1982)";"http://dbpedia.org/resource/Airplane_II:_The_Sequel";2792.0;;85.0;6.02179406E8;5100.0;1.5E7;1763713.0;2.7150534E7
"Heidi Fleiss: Hollywood Madam (1995)";"http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam";99.0;;106.0;5.75778119E8;6360.0;;1588008.0;
"Shopping (1994)";"http://dbpedia.org/resource/Shopping_(film)";98.0;;105.0;6.00177332E8;6300.0;;4910616.0;
